Id,Review,Components,Delivery and Customer Support,Design and Aesthetics,Dimensions,Features,Functionality,Installation,Material,Price,Quality,Usability,Polarity,clean_review,temp_list
2656,so i used my fair share of nails for my 18 gauge nailer and the dewalt preforms the best.  i'm finishing up a project with a ton of shiplap and i've put a ton on nails in with no jams.  the nails always work unlike some of the others i've used.  they also come in a great box that opens from the top with tuck tabs.   i hate boxes that open on the end then all the nails can fall and snap the strips.  best option for 18 gauge nails hands down.,0,1,0,0,0,1,0,0,0,0,0,1,used fair share nails gauge nailer dewalt preforms best finishing project ton shiplap put ton nails no jams nails always work unlike others used also come great box opens top tuck tabs hate boxes open end nails fall snap strips best option gauge nails hands,"['used', 'fair', 'share', 'nails', 'gauge', 'nailer', 'dewalt', 'preforms', 'best', 'finishing', 'project', 'ton', 'shiplap', 'put', 'ton', 'nails', 'no', 'jams', 'nails', 'always', 'work', 'unlike', 'others', 'used', 'also', 'come', 'great', 'box', 'opens', 'top', 'tuck', 'tabs', 'hate', 'boxes', 'open', 'end', 'nails', 'fall', 'snap', 'strips', 'best', 'option', 'gauge', 'nails', 'hands']"
2657,"this was not what i expected for a vice clamp, i tried to use it and the screws that clamp the device are hollow and the striped when torque was used. returning and looking for a better vice clamp.",1,0,0,0,0,0,0,0,0,0,0,0,not expected vice clamp tried use screws clamp device hollow striped torque used returning looking better vice clamp,"['not', 'expected', 'vice', 'clamp', 'tried', 'use', 'screws', 'clamp', 'device', 'hollow', 'striped', 'torque', 'used', 'returning', 'looking', 'better', 'vice', 'clamp']"
2658,easy to use and affordable ðÿ’¯ðÿ’¯ thank you!,0,0,0,0,0,0,0,0,1,0,1,1,easy use affordable thank,"['easy', 'use', 'affordable', 'thank']"
2659,these are hefty and sturdy clamps (the only thing that is slightly annoying is that the rubber end covers come off easily and can get lost); still a great product that appears like they should last a long time and they have great holding / clamping strength.,1,0,0,0,0,1,0,0,0,1,0,1,hefty sturdy clamps thing slightly annoying rubber end covers come easily get lost still great product appears like last long time great holding clamping strength,"['hefty', 'sturdy', 'clamps', 'thing', 'slightly', 'annoying', 'rubber', 'end', 'covers', 'come', 'easily', 'get', 'lost', 'still', 'great', 'product', 'appears', 'like', 'last', 'long', 'time', 'great', 'holding', 'clamping', 'strength']"
2660,"these cutters worked like a charm. we needed to cut off water to a pasture, and they worked quickly to cut a 1"" pvc pipe!",0,0,0,0,0,1,0,0,0,0,1,1,cutters worked like charm needed cut water pasture worked quickly cut pvc pipe,"['cutters', 'worked', 'like', 'charm', 'needed', 'cut', 'water', 'pasture', 'worked', 'quickly', 'cut', 'pvc', 'pipe']"
2661,these cushions are nice for the price but pretty thin in the seat. we can feel the ribbing of the chair under the cushion. it all comes down to you get what you pay for i suppose...,0,0,0,0,0,0,0,0,1,0,0,1,cushions nice price pretty thin seat feel ribbing chair cushion comes get pay suppose,"['cushions', 'nice', 'price', 'pretty', 'thin', 'seat', 'feel', 'ribbing', 'chair', 'cushion', 'comes', 'get', 'pay', 'suppose']"
2662,east to use. durable. never have an issue when using in my jobs.,0,0,0,0,0,0,0,0,0,1,1,1,east use durable never issue using jobs,"['east', 'use', 'durable', 'never', 'issue', 'using', 'jobs']"
2663,fit perfect. love the bright color,0,0,1,1,0,0,0,0,0,0,0,1,fit perfect love bright color,"['fit', 'perfect', 'love', 'bright', 'color']"
2664,"very nice, good quality and comfortable",0,0,0,0,0,0,0,0,0,1,1,1,nice good quality comfortable,"['nice', 'good', 'quality', 'comfortable']"
2665,"the screen is fine, but it came with almost no retainer spline.",1,0,0,0,0,0,0,0,0,0,0,0,screen fine came almost no retainer spline,"['screen', 'fine', 'came', 'almost', 'no', 'retainer', 'spline']"
2666,it is very easy to use and very strong. i am a rough neck and this perfect for me.,0,0,0,0,0,0,0,0,0,1,1,1,easy use strong rough neck perfect,"['easy', 'use', 'strong', 'rough', 'neck', 'perfect']"
2667,"just perfect, my mosque screen looks brand new! super easy to install, just be careful in edges and don't cut it.you can't even see it on the photo but it's on the right side, so it's not affecting transparency of your windows.",0,0,1,0,0,0,1,0,0,0,0,1,perfect mosque screen looks brand new super easy install careful edges not cut not even see photo right side not affecting transparency windows,"['perfect', 'mosque', 'screen', 'looks', 'brand', 'new', 'super', 'easy', 'install', 'careful', 'edges', 'not', 'cut', 'not', 'even', 'see', 'photo', 'right', 'side', 'not', 'affecting', 'transparency', 'windows']"
2668,installed and works like a charm!,0,0,0,0,0,1,0,0,0,0,0,1,installed works like charm,"['installed', 'works', 'like', 'charm']"
2669,ceiling fan was helpful made it easy to install ceiling fan,0,0,0,0,0,0,1,0,0,0,0,1,ceiling fan helpful made easy install ceiling fan,"['ceiling', 'fan', 'helpful', 'made', 'easy', 'install', 'ceiling', 'fan']"
2670,i thought the product worked great and was very easy to operate,0,0,0,0,0,1,0,0,0,0,1,1,thought product worked great easy operate,"['thought', 'product', 'worked', 'great', 'easy', 'operate']"
2671,this tool really works well. the design and finish is great.,0,0,1,0,0,1,0,0,0,0,0,1,tool really works well design finish great,"['tool', 'really', 'works', 'well', 'design', 'finish', 'great']"
2672,love this nozzle and all the different flow of water. easy to use.see more,0,0,0,0,0,0,0,0,0,0,1,1,love nozzle different flow water easy use see,"['love', 'nozzle', 'different', 'flow', 'water', 'easy', 'use', 'see']"
2673,works great anywhere. just needs hole drilled for mounting.,0,0,0,0,0,1,0,0,0,0,0,1,works great anywhere needs hole drilled mounting,"['works', 'great', 'anywhere', 'needs', 'hole', 'drilled', 'mounting']"
2674,perfect fit for my hitachi,0,0,0,1,0,0,0,0,0,0,0,1,perfect fit hitachi,"['perfect', 'fit', 'hitachi']"
2675,i started with a dropcam which became nest. then after reviewing other brands i got another nest for my second camera. i am very comfortable using the nest app. i have always subscribed to the nest aware for video retention. when deciding on a 3rd camera for outdoors i went with a nest because it's the most reliable & now even easier to connect! i'm a nest girl!,0,0,0,0,0,0,1,0,0,1,1,1,started dropcam became nest reviewing brands got another nest second camera comfortable using nest app always subscribed nest aware video retention deciding camera outdoors went nest reliable even easier connect nest girl,"['started', 'dropcam', 'became', 'nest', 'reviewing', 'brands', 'got', 'another', 'nest', 'second', 'camera', 'comfortable', 'using', 'nest', 'app', 'always', 'subscribed', 'nest', 'aware', 'video', 'retention', 'deciding', 'camera', 'outdoors', 'went', 'nest', 'reliable', 'even', 'easier', 'connect', 'nest', 'girl']"
2676,great coverage. easy to adjust.see more,0,0,0,0,0,1,0,0,0,0,1,1,great coverage easy adjust see,"['great', 'coverage', 'easy', 'adjust', 'see']"
2677,"great hose nozzle! the shower setting has turned out perfect for watering my garden, and the nozzle fits perfectly with my xhose hose.see more",0,0,0,1,0,0,0,0,0,0,0,1,great hose nozzle shower setting turned perfect watering garden nozzle fits perfectly xhose hose see,"['great', 'hose', 'nozzle', 'shower', 'setting', 'turned', 'perfect', 'watering', 'garden', 'nozzle', 'fits', 'perfectly', 'xhose', 'hose', 'see']"
2678,easy to work with and covers great!,0,0,0,0,0,1,0,0,0,0,1,1,easy work covers great,"['easy', 'work', 'covers', 'great']"
2679,"good quality, keep it plugged in works find without the cloud put a 32g card hooked it up to alexa and inside my home is secure.",0,0,0,0,0,0,0,0,0,1,0,1,good quality keep plugged works find without cloud put card hooked alexa inside home secure,"['good', 'quality', 'keep', 'plugged', 'works', 'find', 'without', 'cloud', 'put', 'card', 'hooked', 'alexa', 'inside', 'home', 'secure']"
2680,this 2 pack of sprayers is fantastic. they are so heavy in weight and a really strong quality. one has a multi function spraying option and then the other has a single sprayer nozzle. i believe they will hold up a long time.see more,0,0,0,1,0,0,0,0,0,1,0,1,pack sprayers fantastic heavy weight really strong quality one multi function spraying option single sprayer nozzle believe hold long time see,"['pack', 'sprayers', 'fantastic', 'heavy', 'weight', 'really', 'strong', 'quality', 'one', 'multi', 'function', 'spraying', 'option', 'single', 'sprayer', 'nozzle', 'believe', 'hold', 'long', 'time', 'see']"
2681,very functional and easy to install.,0,0,0,0,0,1,1,0,0,0,0,1,functional easy install,"['functional', 'easy', 'install']"
2682,"nice, elegant and very modern. i love it .i will definitely recommend to anyone that loves the finer things of life.",0,0,1,0,0,0,0,0,0,1,0,1,nice elegant modern love definitely recommend anyone loves finer things life,"['nice', 'elegant', 'modern', 'love', 'definitely', 'recommend', 'anyone', 'loves', 'finer', 'things', 'life']"
2683,"the price was right for this screen - i bought two - but it is very cheaply made and does not sit quite right in the window.  still, i did not expect much for such a low price.",0,0,0,0,0,0,1,0,0,1,0,0,price right screen bought two cheaply made not sit quite right window still not expect much low price,"['price', 'right', 'screen', 'bought', 'two', 'cheaply', 'made', 'not', 'sit', 'quite', 'right', 'window', 'still', 'not', 'expect', 'much', 'low', 'price']"
2684,this camera did not work well and their is no real tech support.,0,1,0,0,0,1,0,0,0,0,0,0,camera not work well no real tech support,"['camera', 'not', 'work', 'well', 'no', 'real', 'tech', 'support']"
2685,"i purchased this to water our new tree, as well as some shrubs. it gets thrown around a lot and is still in near mint condition. i'm pleased with it...it's a really good value and quality for the price.",0,0,0,0,0,0,0,0,1,1,0,1,purchased water new tree well shrubs gets thrown around lot still near mint condition pleased really good value quality price,"['purchased', 'water', 'new', 'tree', 'well', 'shrubs', 'gets', 'thrown', 'around', 'lot', 'still', 'near', 'mint', 'condition', 'pleased', 'really', 'good', 'value', 'quality', 'price']"
2686,we love how comfortable these cushions are on our faux wicker furniture - and they look fantastic!,0,0,1,0,0,0,0,0,0,0,1,1,love comfortable cushions faux wicker furniture look fantastic,"['love', 'comfortable', 'cushions', 'faux', 'wicker', 'furniture', 'look', 'fantastic']"
2687,plug and play you just set up an account with ring,0,0,0,0,0,0,1,0,0,0,0,1,plug play set account ring,"['plug', 'play', 'set', 'account', 'ring']"
2688,easy to use and sturdy material,0,0,0,0,0,0,0,1,0,0,1,1,easy use sturdy material,"['easy', 'use', 'sturdy', 'material']"
2689,"i used this c-clamp on my last break job. it was easy to use, with solid construction. i will be using it again. i would tecommend this product and brand to my friends. great value with a great price.",0,0,0,0,0,0,0,0,1,1,1,1,used c clamp last break job easy use solid construction using would tecommend product brand friends great value great price,"['used', 'c', 'clamp', 'last', 'break', 'job', 'easy', 'use', 'solid', 'construction', 'using', 'would', 'tecommend', 'product', 'brand', 'friends', 'great', 'value', 'great', 'price']"
2690,"works as it should, used to hang a ceiling fan on the back porch.it worked, and it's cheap.",0,0,0,0,0,1,0,0,1,0,0,1,works used hang ceiling fan back porch worked cheap,"['works', 'used', 'hang', 'ceiling', 'fan', 'back', 'porch', 'worked', 'cheap']"
2691,"received this sprayer from home depot and it is very nice nozzle for cleaning outdoors the water comes out in a side to side action so it is not spraying straight out. it is small and fits in the hand perfectly and you control the water coming out by adjusting the red control on the back of the nozzle. most nozzles when trying to clean painted areas on the house can remove the paint because the water sprays out hard in one focused area, but this one does a much better job because of the water moving side to side and cleans really good. i used it on my walk way and i was very happy with the turn out.",0,0,0,1,0,1,0,0,0,0,0,1,received sprayer home depot nice nozzle cleaning outdoors water comes side side action not spraying straight small fits hand perfectly control water coming adjusting red control back nozzle nozzles trying clean painted areas house remove paint water sprays hard one focused area one much better job water moving side side cleans really good used walk way happy turn,"['received', 'sprayer', 'home', 'depot', 'nice', 'nozzle', 'cleaning', 'outdoors', 'water', 'comes', 'side', 'side', 'action', 'not', 'spraying', 'straight', 'small', 'fits', 'hand', 'perfectly', 'control', 'water', 'coming', 'adjusting', 'red', 'control', 'back', 'nozzle', 'nozzles', 'trying', 'clean', 'painted', 'areas', 'house', 'remove', 'paint', 'water', 'sprays', 'hard', 'one', 'focused', 'area', 'one', 'much', 'better', 'job', 'water', 'moving', 'side', 'side', 'cleans', 'really', 'good', 'used', 'walk', 'way', 'happy', 'turn']"
